DayName,flights,mean_arr_delay,arr_delay15_rate,arr_delay15_rate_pct
Monday,70684,7.6291805783487066,0.22638786712693112,22.63878671269311
Tuesday,61458,-1.050196882423769,0.1531289661232061,15.312896612320609
Wednesday,79713,-2.502540363554251,0.1328014251125914,13.280142511259141
Thursday,88859,2.6168086519092046,0.17367964978223926,17.367964978223927
Friday,88355,5.530202025918171,0.1946239601607153,19.46239601607153
Saturday,62165,5.981388240971608,0.21639186037159172,21.63918603715917
Sunday,71035,8.358541564017738,0.22594495671148027,22.594495671148028
