delay_cause,total_delay_minutes,share_pct
CarrierDelay,2510886.0,36.159103824110446
LateAircraftDelay,2410759.0,34.71718149526051
NASDelay,1381827.0,19.899599567626353
WeatherDelay,629972.0,9.07218525822459
SecurityDelay,10550.0,0.15192985477810034
