DeparturePeriod,flights,mean_arr_delay,arr_delay15_rate,arr_delay15_rate_pct
Early Morning,154197,0.050610582566457195,0.14406246554731933,14.406246554731933
Late Morning,162610,3.501426726523584,0.18659984010823444,18.659984010823443
Afternoon,127987,6.770765780899622,0.22007703907428097,22.0077039074281
Evening,76456,6.8282410798367685,0.22585539395207702,22.5855393952077
Night,1019,-3.7664376840039253,0.13542688910696762,13.542688910696763
